Gif_di_Tina,925860792880201728,0,Le regionali in Sicilia del 5 nov?,,,2017-11-02 00:03:09,,https://twitter.com/Gif_di_Tina/status/925860792880201728
notizie_palermo,925778779032584192,0,Repubblica: Regionali Sicilia  Berlusconi a Palermo: "Accordo con Salvini e Meloni per governo del Paese" http:// ift.tt/2ynzBGi #palermo,,#palermo,2017-11-01 18:37:15,,https://twitter.com/notizie_palermo/status/925778779032584192
demmy747,925777732021125121,1,Retweeted la Repubblica ( @repubblica ): Regionali Sicilia  Cuffaro spiazza Musumeci: "Gli 'impresentabili' li... http:// fb.me/41DDsdrDF,@repubblica,,2017-11-01 18:33:06,,https://twitter.com/demmy747/status/925777732021125121
NewsTG_,925777029924048901,0,#ULTIMORA REGIONALI SICILIA : Berlusconi: Chi vota per M5s non ha testa e non ragiona,,#ULTIMORA,2017-11-01 18:30:18,,https://twitter.com/NewsTG_/status/925777029924048901
Mainzer,925775075068076032,0,Regionali Sicilia  Cuffaro spiazza Musumeci: "Gli 'impresentabili' li conosce bene" http:// fb.me/EZtKU01C,,,2017-11-01 18:22:32,,https://twitter.com/Mainzer/status/925775075068076032
BULLARONINO,925772988728987648,0,ELEZIONI REGIONALI SICILIANE 2017 In Sicilia  stiamo facendo di tutto per danneggiare noi stessi e siccome... http:// fb.me/2WVE6UWpw,,,2017-11-01 18:14:15,,https://twitter.com/BULLARONINO/status/925772988728987648
lanci5455,925772232055508992,0,Elezioni Regionali Sicilia : il ritorno del Paleolitico. LaStampa: "Miccichè: "«Musumeci può vincere solo grazie... http:// fb.me/QxSpvvC5,,,2017-11-01 18:11:14,,https://twitter.com/lanci5455/status/925772232055508992
VotoSicilia,925767039024812032,0,Regionali Sicilia  la risposta di Rosato dopo l’attacco del grillino Parisi: “Cancelleri dica che non lo nominerà… http:// ift.tt/2xJVYBn,,,2017-11-01 17:50:36,,https://twitter.com/VotoSicilia/status/925767039024812032
joem5s,925766484290392064,22,Regionali Sicilia  Cuffaro spiazza Musumeci: "Gli 'impresentabili' li conosce bene" http:// palermo.repubblica.it/politica/2017/ 11/01/news/regionali_sicilia_cuffaro_intervista-179932617/ … via @repubblica,@repubblica,,2017-11-01 17:48:24,,https://twitter.com/joem5s/status/925766484290392064
notizie_palermo,925766462333177856,2,Repubblica: Regionali Sicilia  la risposta di Rosato dopo l’attacco del grillino Parisi: “Cancelleri dica che non lo nominerà basta violen…,,,2017-11-01 17:48:19,,https://twitter.com/notizie_palermo/status/925766462333177856
NSigaro,925765031437971456,0,Elezioni Sicilia  Salvini: “Le Regionali saranno la tomba delle larghe intese” - http:// goo.gl/alerts/Q4LQU #GoogleAlerts,,#GoogleAlerts,2017-11-01 17:42:38,,https://twitter.com/NSigaro/status/925765031437971456
Virus1979C,925764974982639617,10,Regionali Sicilia  Cuffaro spiazza Musumeci: "Gli 'impresentabili' li conosce bene" http:// palermo.repubblica.it/politica/2017/ 11/01/news/regionali_sicilia_cuffaro_intervista-179932617/ … via @repubblica,@repubblica,,2017-11-01 17:42:24,,https://twitter.com/Virus1979C/status/925764974982639617
Fabriziopass,925761988768206848,0,@Alitalia Come fare a richiedere le agevolazioni per le elezioni Regionali Sicilia del 5/11? Premetto che il biglietto l'ho già acquistato.,@Alitalia,,2017-11-01 17:30:32,,https://twitter.com/Fabriziopass/status/925761988768206848
AgenPolitica,925757408496029697,0,CENTRO DESTRA UNITO PER LE REGIONALI IN SICILIA  L'APPELLO DELLA MELONI http://www. agendapolitica.it/centro-destra- unito-le-regionali-sicilia-lappello-della-meloni/ …,,,2017-11-01 17:12:20,,https://twitter.com/AgenPolitica/status/925757408496029697
OpenGDB,925754613118259201,0,#1novembre -4 al #5novembre #DiventeràBellissima #Musumeci #Sicilia #EleSicilia #Elezioni #regionali #Regionali2017 #Sicilia2017 #Nebrodi https:// twitter.com/Musumeci_Staff /status/925753828426813445 …,,#1novembre #5novembre #Diventer #Musumeci #Sicilia #EleSicilia #Elezioni #regionali #Regionali2017 #Sicilia2017 #Nebrodi,2017-11-01 17:01:14,,https://twitter.com/OpenGDB/status/925754613118259201
ElioLannutti,925747679073890304,8,Regionali #Sicilia  #Cuffaro spiazza #Musumeci : "Gli 'impresentabili' li conosce bene. Ma non erano tutti... http:// fb.me/CX2oKzUa,,#Sicilia #Cuffaro #Musumeci,2017-11-01 16:33:40,,https://twitter.com/ElioLannutti/status/925747679073890304
giordlain,925746451468169217,0,Regionali Sicilia  Grillo: 'Questo non è un voto è un referendum tra vecchio e nuovo' https:// video.repubblica.it/edizione/paler mo/regionali-sicilia-grillo-questo-non-e-un-voto-e-un-referendum-tra-vecchio-e-nuovo/288336/288945 … via @repubblica,@repubblica,,2017-11-01 16:28:48,,https://twitter.com/giordlain/status/925746451468169217
GuccioneGianni,925746343460696065,0,Regionali Sicilia  Cuffaro spiazza Musumeci: "Gli 'impresentabili' li conosce bene" http:// fb.me/7emUO4HGh,,,2017-11-01 16:28:22,,https://twitter.com/GuccioneGianni/status/925746343460696065
mickeyman76,925744274699845634,0,Regionali Sicilia  Costanza Castello incontra oggi i cittadini di Augusta http:// it.blastingnews.com/politica/2017/ 11/regionali-sicilia-costanza-castello-incontra-oggi-i-cittadini-di-augusta-002136791.html …,,,2017-11-01 16:20:09,,https://twitter.com/mickeyman76/status/925744274699845634
BULLARONINO,925741603179941889,0,Regionali Sicilia  Cuffaro spiazza Musumeci: "Gli 'impresentabili' li conosce bene" http:// fb.me/6X2ro9Khe,,,2017-11-01 16:09:32,,https://twitter.com/BULLARONINO/status/925741603179941889
lucianoaforte,925741295297064963,0,#magistrati sono concentrati su #regionali #sicilia . a 5 gg. da elezioni si indaga su fatti di 23 anni fa. la #giustizia puo' attendere.,,#magistrati #regionali #sicilia #giustizia,2017-11-01 16:08:18,,https://twitter.com/lucianoaforte/status/925741295297064963
Urzi_Pietro,925741025670332422,0,Regionali Sicilia  Cuffaro spiazza Musumeci: "Gli 'impresentabili' li conosce bene" http:// palermo.repubblica.it/politica/2017/ 11/01/news/regionali_sicilia_cuffaro_intervista-179932617/ … via @repubblica,@repubblica,,2017-11-01 16:07:14,,https://twitter.com/Urzi_Pietro/status/925741025670332422
santangeloitalo,925739497337311232,0,I deputati regionali della Sicilia sono pagati come i senatori. Il referendum va fatto per abolire le Regioni speciali non per farne altre pic.twitter.com/lQUF5n1aCO,,,2017-11-01 16:01:10,,https://twitter.com/santangeloitalo/status/925739497337311232
disambigua49,925738518504202240,0,Regionali Sicilia  Cuffaro spiazza Musumeci: "Gli 'impresentabili' li conosce bene" http:// palermo.repubblica.it/politica/2017/ 11/01/news/regionali_sicilia_cuffaro_intervista-179932617/ … via @repubblica,@repubblica,,2017-11-01 15:57:16,,https://twitter.com/disambigua49/status/925738518504202240
Gianluca_C_,925735720047775745,0,Regionali Sicilia  Cuffaro spiazza Musumeci: "Gli 'impresentabili' li conosce bene" http:// fb.me/2jWtHh7jh,,,2017-11-01 15:46:09,,https://twitter.com/Gianluca_C_/status/925735720047775745
interrisnews,925734883514900480,0,Prove di unità tra #ForzaItalia e #Lega in vista delle regionali in Sicilia https://www. interris.it/italia/salvini -no-ai-voti-della-mafia-e-dei-raccomandati …,,#ForzaItalia #Lega,2017-11-01 15:42:50,,https://twitter.com/interrisnews/status/925734883514900480
luigibille1,925731861434912769,0,Fortunatamente Renzi và dapperttutto persino in America e non sa che il PD ha un suo candidato alle regionali in Sicilia . Credibilità PD=0,,,2017-11-01 15:30:49,,https://twitter.com/luigibille1/status/925731861434912769
rep_palermo,925731165956317184,0,Regionali Sicilia  Di Maio: "Siamo sotto attacco" e chiama i militanti alla mobilitazione http:// larep.it/2huuuKd,,,2017-11-01 15:28:03,,https://twitter.com/rep_palermo/status/925731165956317184
notizie_palermo,925730013961490432,0,Repubblica: Regionali Sicilia  Di Maio: "Siamo sotto attacco" e chiama i militanti alla mobilitazione http:// ift.tt/2ykQYHW #palermo,,#palermo,2017-11-01 15:23:29,,https://twitter.com/notizie_palermo/status/925730013961490432
silviotorre,925728903670456320,0,di Luigi Di Maio Queste elezioni regionali in Sicilia le hanno nascoste finchè potevano poi hanno scoperto che... http:// fb.me/1FOJotBRC,,,2017-11-01 15:19:04,,https://twitter.com/silviotorre/status/925728903670456320
carlolavore,925728809248284672,0,Regionali Sicilia  Cuffaro spiazza Musumeci: "Gli 'impresentabili' li conosce bene",,,2017-11-01 15:18:41,,https://twitter.com/carlolavore/status/925728809248284672
mezza_parola,925728236394434561,0,#news Regionali  i Forconi annunciano il sostegno a La Rosa di Giornale di Sicilia https://www. mezzaparola.org/regionali-i-fo rconi-annunciano-il-sostegno-a-la-rosa/ … pic.twitter.com/lAf3fVh9jL,,#news,2017-11-01 15:16:25,,https://twitter.com/mezza_parola/status/925728236394434561
longstone2,925724901604020224,0,Ho ma stai sempre in giro? Mi raccomando torna per domenica sera che ci sono i risultati delle regionali in Sicilia ...,,,2017-11-01 15:03:10,,https://twitter.com/longstone2/status/925724901604020224
nicmax25,925718132924272643,3,#RegionaliSicilia : il camerata #Musumeci in affanno arriva Berlusconi pic.twitter.com/AhMu5tzAc5,,#RegionaliSicilia #Musumeci,2017-11-01 14:36:16,,https://twitter.com/nicmax25/status/925718132924272643
ste_FUN_otis,925717920310878214,0,#RegionaliSicilia  Cuffaro spiazza #Musumeci : "Gli 'impresentabili' li conosce bene" NO ALLA POLITICA FILO-MAFIOSA http:// palermo.repubblica.it/politica/2017/ 11/01/news/regionali_sicilia_cuffaro_intervista-179932617/ …,,#RegionaliSicilia #Musumeci,2017-11-01 14:35:25,,https://twitter.com/ste_FUN_otis/status/925717920310878214
giandomenico44,925716900264529920,1,I media hanno oscurato le Elezioni Regionali in Sicilia ma ora a meno 4 giorni dal voto il M5S ha bisogno di voi!... http://www. beppegrillo.it/2017/11/meno_q uattro_al.html …,,,2017-11-01 14:31:22,,https://twitter.com/giandomenico44/status/925716900264529920
Tp24it,925716227842068480,0,Elezioni regionali  Silvia Calvanico interviene sull'aeroporto di Birgi http:// ift.tt/2ykUVwm #Sicilia #Notizie #Tp24,,#Sicilia #Notizie #Tp24,2017-11-01 14:28:42,,https://twitter.com/Tp24it/status/925716227842068480
PScibetta,925712601648173057,0,Regionali Sicilia  Cuffaro spiazza Musumeci: "Gli 'impresentabili' li conosce bene" http:// fb.me/8caCQvWIy,,,2017-11-01 14:14:17,,https://twitter.com/PScibetta/status/925712601648173057
Tp24it,925709746585456640,0,Elezioni regionali  Paolo Ruggirello: "Inderogabili i problemi economici del territorio" http:// ift.tt/2z9e97k #Sicilia #Notizie #Tp24,,#Sicilia #Notizie #Tp24,2017-11-01 14:02:57,,https://twitter.com/Tp24it/status/925709746585456640
amoimotori,925709035864592389,0,Regionali Sicilia  Cuffaro spiazza Musumeci: "Gli 'impresentabili' li conosce bene" http:// dlvr.it/PygqpZ pic.twitter.com/huI3Z6n1Ks,,,2017-11-01 14:00:07,,https://twitter.com/amoimotori/status/925709035864592389
Udc_Sicilia,925708698839928832,0,Alle prossime elezioni regionali in Sicilia del 5 novembre FAI VINCERE IL TUO FUTURO! VOTA UDC! pic.twitter.com/xAq2ZXgcrr,,,2017-11-01 13:58:47,,https://twitter.com/Udc_Sicilia/status/925708698839928832
UdcIta,925708259625000960,4,Alle prossime elezioni regionali in Sicilia del 5 novembre FAI VINCERE IL TUO FUTURO! VOTA UDC! pic.twitter.com/b7G7SVUPxU,,,2017-11-01 13:57:02,,https://twitter.com/UdcIta/status/925708259625000960
L_Cesa,925707798180237312,0,Alle prossime elezioni regionali in Sicilia del 5 novembre FAI VINCERE IL TUO FUTURO! VOTA UDC! pic.twitter.com/SM8Wthhcs9,,,2017-11-01 13:55:12,,https://twitter.com/L_Cesa/status/925707798180237312
TourMadeInItaly,925706972355317760,0,Regionali Sicilia  De Luca (M5s) a Tortorici: “Puntare su allevamenti e turismo”... #turismo #madeinitaly https:// goo.gl/UMhL7D,,#turismo #madeinitaly,2017-11-01 13:51:55,,https://twitter.com/TourMadeInItaly/status/925706972355317760
WebGinMovimento,925706601830367237,0,#regionali #Sicilia date tour http:// fb.me/5RVjmynLL,,#regionali #Sicilia,2017-11-01 13:50:27,,https://twitter.com/WebGinMovimento/status/925706601830367237
L_Cesa,925706577507684352,0,Incontro stamane con @AntonioDePoli e il candidato #Udc alle regionali in #Sicilia @danilologiudice  sindaco di Santa Teresa di Riva pic.twitter.com/C88ehuT1kL,@AntonioDePoli @danilologiudice,#Udc #Sicilia,2017-11-01 13:50:21,,https://twitter.com/L_Cesa/status/925706577507684352
Udc_Sicilia,925706043103109123,0,. @L_Cesa e @AntonioDePoli incontrano il candidato #Udc alle regionali in #Sicilia @danilologiudice  sindaco di Santa Teresa di Riva pic.twitter.com/axNYuOAFxB,@L_Cesa @AntonioDePoli @danilologiudice,#Udc #Sicilia,2017-11-01 13:48:14,,https://twitter.com/Udc_Sicilia/status/925706043103109123
UdcIta,925705855177318400,0,. @L_Cesa e @AntonioDePoli incontrano il candidato #Udc alle regionali in #Sicilia @danilologiudice  sindaco di Santa Teresa di Riva pic.twitter.com/3MIIITyFpp,@L_Cesa @AntonioDePoli @danilologiudice,#Udc #Sicilia,2017-11-01 13:47:29,,https://twitter.com/UdcIta/status/925705855177318400
Cesare86077898,925705405942071296,1,Regionali Sicilia  Cuffaro spiazza Musumeci: "Gli 'impresentabili' li conosce bene" http:// palermo.repubblica.it/politica/2017/ 11/01/news/regionali_sicilia_cuffaro_intervista-179932617/ … via @repubblica,@repubblica,,2017-11-01 13:45:42,,https://twitter.com/Cesare86077898/status/925705405942071296
carlaruocco1,925703765453307905,125,MENO QUATTRO AL VOTO: ABBIAMO BISOGNO DEL VOSTRO AIUTO! Queste elezioni regionali in Sicilia le hanno nascoste... http:// fb.me/zSehVArm,,,2017-11-01 13:39:11,,https://twitter.com/carlaruocco1/status/925703765453307905
llugli,925702883584167936,2,Sicilia : meno 4 al voto. Abbiamo bisogno di voi! - MoVimento 5 Stelle di Luigi Di Maio Queste elezioni regionali ... http:// fb.me/ALk9lIn2,,,2017-11-01 13:35:40,,https://twitter.com/llugli/status/925702883584167936
LaraLodato,925702518201516032,1,Queste elezioni regionali in Sicilia le hanno nascoste finchè potevano poi hanno scoperto che Giancarlo... http:// fb.me/1NqbsoOVw,,,2017-11-01 13:34:13,,https://twitter.com/LaraLodato/status/925702518201516032
antbrg,925702186549604352,0,Regionali Sicilia  Cuffaro spiazza Musumeci: "Gli 'impresentabili' li conosce bene" http:// fb.me/6DoBZZXIz,,,2017-11-01 13:32:54,,https://twitter.com/antbrg/status/925702186549604352
chiarabolzoni93,925701991451435009,0,Regionali Sicilia  Cuffaro spiazza Musumeci: "Gli 'impresentabili' li conosce bene" http:// dlvr.it/PygdcX pic.twitter.com/vMHe3y26gt,,,2017-11-01 13:32:08,,https://twitter.com/chiarabolzoni93/status/925701991451435009
nicola_manzo,925701939131830272,0,Sicilia : meno 4 al voto. Abbiamo bisogno di voi! - di Luigi Di Maio Queste elezioni regionali in Sicilia le han... http:// ow.ly/8Rqg50eVW9V,,,2017-11-01 13:31:55,,https://twitter.com/nicola_manzo/status/925701939131830272
giovannilenares,925701299047452672,0,Regionali  Micari alla convention di Musumeci | Sicilia Network http:// fb.me/1LFYAGyty,,,2017-11-01 13:29:23,,https://twitter.com/giovannilenares/status/925701299047452672
Enric0Chessa,925701153693880320,0,Intrighi candidati impresentabili e pupari occulti: ecco a voi le elezioni regionali in Sicilia http:// espresso.repubblica.it/palazzo/2017/1 0/27/news/intrighi-candidati-impresentabili-e-pupari-occulti-ecco-a-voi-le-elezioni-regionali-in-sicilia-1.312960 …,,,2017-11-01 13:28:48,,https://twitter.com/Enric0Chessa/status/925701153693880320
tuttorelativo1,925700801233936384,0,suvvia signori diciamoci la verità 1 volta tantole uniche regionali pulite in Sicilia ci sarebbero solo con candidati Tedeschi scelti da D,,,2017-11-01 13:27:24,,https://twitter.com/tuttorelativo1/status/925700801233936384
alessiobalbi,925699471165370368,0,Regionali Sicilia  Cuffaro spiazza Musumeci: "Gli 'impresentabili' li conosce bene" http:// larep.it/2z3kcL5 [a],,,2017-11-01 13:22:07,,https://twitter.com/alessiobalbi/status/925699471165370368
midellam01,925699415997808640,0,Regionali Sicilia  Cuffaro spiazza Musumeci: "Gli 'impresentabili' li conosce bene" http:// palermo.repubblica.it/politica/2017/ 11/01/news/regionali_sicilia_cuffaro_intervista-179932617/ … via @repubblica,@repubblica,,2017-11-01 13:21:54,,https://twitter.com/midellam01/status/925699415997808640
